"행정구역","2026년08월_계_총인구수","2026년08월_계_연령구간인구수","2026년08월_계_0~4세","2026년08월_계_5~9세","2026년08월_계_10~14세","2026년08월_계_15~19세","2026년08월_계_20~24세","2026년08월_계_25~29세","2026년08월_계_30~34세","2026년08월_계_35~39세","2026년08월_계_40~44세","2026년08월_계_45~49세","2026년08월_계_50~54세","2026년08월_계_55~59세","2026년08월_계_60~64세","2026년08월_계_65~69세","2026년08월_계_70~74세","2026년08월_계_75~79세","2026년08월_계_80~84세","2026년08월_계_85~89세","2026년08월_계_90~94세","2026년08월_계_95~99세","2026년08월_계_100세 이상","2026년08월_남_총인구수","2026년08월_남_연령구간인구수","2026년08월_남_0~4세","2026년08월_남_5~9세","2026년08월_남_10~14세","2026년08월_남_15~19세","2026년08월_남_20~24세","2026년08월_남_25~29세","2026년08월_남_30~34세","2026년08월_남_35~39세","2026년08월_남_40~44세","2026년08월_남_45~49세","2026년08월_남_50~54세","2026년08월_남_55~59세","2026년08월_남_60~64세","2026년08월_남_65~69세","2026년08월_남_70~74세","2026년08월_남_75~79세","2026년08월_남_80~84세","2026년08월_남_85~89세","2026년08월_남_90~94세","2026년08월_남_95~99세","2026년08월_남_100세 이상","2026년08월_여_총인구수","2026년08월_여_연령구간인구수","2026년08월_여_0~4세","2026년08월_여_5~9세","2026년08월_여_10~14세","2026년08월_여_15~19세","2026년08월_여_20~24세","2026년08월_여_25~29세","2026년08월_여_30~34세","2026년08월_여_35~39세","2026년08월_여_40~44세","2026년08월_여_45~49세","2026년08월_여_50~54세","2026년08월_여_55~59세","2026년08월_여_60~64세","2026년08월_여_65~69세","2026년08월_여_70~74세","2026년08월_여_75~79세","2026년08월_여_80~84세","2026년08월_여_85~89세","2026년08월_여_90~94세","2026년08월_여_95~99세","2026년08월_여_100세 이상"
"서울특별시  (1100000000)","9,281,625","9,281,625","206,719","244,007","341,692","372,289","479,424","745,393","809,324","661,252","661,889","691,276","718,462","740,442","648,205","666,484","501,292","353,699","243,465","135,852","48,160","10,796","1,503","4,466,290","4,466,290","105,717","125,654","175,074","188,724","222,784","347,678","402,727","331,402","328,037","340,125","353,938","362,472","314,718","310,166","228,028","156,438","103,295","51,886","14,629","2,475","323","4,815,335","4,815,335","101,002","118,353","166,618","183,565","256,640","397,715","406,597","329,850","333,852","351,151","364,524","377,970","333,487","356,318","273,264","197,261","140,170","83,966","33,531","8,321","1,180"
"서울특별시 종로구 (1111000000)","135,935","135,935","2,194","2,702","4,044","4,998","7,846","11,871","11,292","8,618","8,715","9,255","10,369","11,964","10,647","10,267","7,545","5,323","4,273","2,688","1,023","257","44","65,042","65,042","1,144","1,367","1,975","2,456","3,469","5,621","5,715","4,227","4,249","4,360","5,006","5,886","5,391","5,045","3,639","2,315","1,707","1,048","343","65","14","70,893","70,893","1,050","1,335","2,069","2,542","4,377","6,250","5,577","4,391","4,466","4,895","5,363","6,078","5,256","5,222","3,906","3,008","2,566","1,640","680","192","30"
"서울특별시 중구 (1114000000)","117,305","117,305","2,500","2,293","2,678","3,172","5,519","9,628","11,629","9,638","8,336","7,775","8,173","9,494","8,667","9,035","6,902","4,910","3,652","2,220","845","211","28","56,257","56,257","1,283","1,174","1,365","1,543","2,487","4,268","5,667","4,868","4,145","3,912","4,043","4,795","4,313","4,430","3,263","2,179","1,441","793","231","52","5","61,048","61,048","1,217","1,119","1,313","1,629","3,032","5,360","5,962","4,770","4,191","3,863","4,130","4,699","4,354","4,605","3,639","2,731","2,211","1,427","614","159","23"
"서울특별시 용산구 (1117000000)","199,459","199,459","4,779","4,948","6,010","6,542","9,376","15,995","20,281","16,670","15,011","13,912","14,952","16,371","14,226","13,590","9,784","6,726","5,140","3,392","1,379","315","60","94,706","94,706","2,407","2,482","3,131","3,279","3,997","7,186","9,702","8,231","7,486","6,778","7,123","7,977","7,064","6,572","4,535","2,967","2,017","1,242","412","98","20","104,753","104,753","2,372","2,466","2,879","3,263","5,379","8,809","10,579","8,439","7,525","7,134","7,829","8,394","7,162","7,018","5,249","3,759","3,123","2,150","967","217","40"
"서울특별시 성동구 (1120000000)","274,199","274,199","8,041","7,554","8,134","8,911","14,798","22,270","25,302","22,965","20,752","18,706","20,289","22,291","19,311","19,120","13,313","9,616","7,011","4,090","1,397","296","32","132,196","132,196","4,111","3,890","4,102","4,350","6,820","10,760","12,357","11,322","10,625","9,172","9,852","10,935","9,553","9,228","6,155","4,182","2,855","1,466","398","58","5","142,003","142,003","3,930","3,664","4,032","4,561","7,978","11,510","12,945","11,643","10,127","9,534","10,437","11,356","9,758","9,892","7,158","5,434","4,156","2,624","999","238","27"
"서울특별시 광진구 (1121500000)","330,791","330,791","5,925","7,255","10,603","12,140","19,921","33,994","33,490","23,719","22,612","23,141","24,260","26,247","23,047","22,895","16,308","11,180","7,723","4,394","1,563","329","45","158,118","158,118","3,030","3,708","5,435","6,018","8,971","15,515","16,516","11,905","11,029","11,374","11,811","12,652","11,311","10,786","7,459","4,969","3,323","1,760","460","73","13","172,673","172,673","2,895","3,547","5,168","6,122","10,950","18,479","16,974","11,814","11,583","11,767","12,449","13,595","11,736","12,109","8,849","6,211","4,400","2,634","1,103","256","32"
"서울특별시 동대문구 (1123000000)","353,448","353,448","9,050","9,019","10,763","12,441","24,259","31,216","30,643","25,904","24,457","24,099","25,450","27,172","23,872","24,983","18,842","13,385","10,017","5,549","1,888","389","50","172,051","172,051","4,684","4,550","5,519","6,199","10,841","15,023","15,302","13,316","12,550","12,221","12,838","13,587","12,038","11,915","8,743","5,841","4,113","2,067","600","95","9","181,397","181,397","4,366","4,469","5,244","6,242","13,418","16,193","15,341","12,588","11,907","11,878","12,612","13,585","11,834","13,068","10,099","7,544","5,904","3,482","1,288","294","41"
"서울특별시 중랑구 (1126000000)","376,504","376,504","7,969","8,085","10,856","11,965","16,134","27,790","33,240","26,309","24,858","25,471","27,495","33,061","31,823","32,605","23,434","16,036","10,899","5,999","1,978","434","63","183,550","183,550","4,029","4,110","5,616","6,081","7,595","12,980","16,668","13,634","12,899","13,245","13,824","16,065","15,594","15,629","10,996","7,083","4,510","2,310","582","89","11","192,954","192,954","3,940","3,975","5,240","5,884","8,539","14,810","16,572","12,675","11,959","12,226","13,671","16,996","16,229","16,976","12,438","8,953","6,389","3,689","1,396","345","52"
"서울특별시 성북구 (1129000000)","421,106","421,106","9,433","11,429","15,510","18,194","29,224","32,604","30,426","26,692","28,652","30,226","34,480","35,630","28,945","29,517","22,043","16,053","12,096","6,962","2,376","541","73","200,771","200,771","4,839","5,908","7,903","9,018","12,902","15,790","15,111","13,336","14,330","14,787","16,655","17,619","13,907","13,646","9,991","6,737","4,891","2,548","721","117","15","220,335","220,335","4,594","5,521","7,607","9,176","16,322","16,814","15,315","13,356","14,322","15,439","17,825","18,011","15,038","15,871","12,052","9,316","7,205","4,414","1,655","424","58"
"서울특별시 강북구 (1130500000)","277,509","277,509","4,093","5,205","7,797","9,774","14,383","18,915","19,158","15,339","16,633","18,978","22,549","25,385","23,024","24,559","18,669","14,320","10,585","5,869","1,844","382","48","133,228","133,228","2,048","2,674","4,040","4,870","6,229","9,070","9,987","8,093","8,737","9,846","11,339","12,385","11,237","11,401","8,252","5,982","4,194","2,172","580","81","11","144,281","144,281","2,045","2,531","3,757","4,904","8,154","9,845","9,171","7,246","7,896","9,132","11,210","13,000","11,787","13,158","10,417","8,338","6,391","3,697","1,264","301","37"
"서울특별시 도봉구 (1132000000)","297,820","297,820","4,982","6,389","9,585","11,225","13,440","18,675","20,134","16,950","18,541","20,336","23,670","27,508","25,508","27,680","20,404","14,017","10,156","6,068","2,044","438","70","143,615","143,615","2,558","3,348","4,990","5,828","6,364","9,300","10,395","8,719","9,441","10,117","11,539","13,040","12,101","12,821","9,518","6,300","4,241","2,279","601","96","19","154,205","154,205","2,424","3,041","4,595","5,397","7,076","9,375","9,739","8,231","9,100","10,219","12,131","14,468","13,407","14,859","10,886","7,717","5,915","3,789","1,443","342","51"
"서울특별시 노원구 (1135000000)","480,045","480,045","10,232","12,149","19,609","23,539","28,329","31,082","33,082","29,069","31,209","36,465","40,438","41,686","35,450","36,635","27,535","18,798","13,263","7,802","2,943","645","85","229,266","229,266","5,227","6,312","10,083","12,111","14,065","15,707","16,654","14,730","15,051","17,360","19,239","20,154","16,764","16,672","12,366","8,011","5,192","2,602","811","140","15","250,779","250,779","5,005","5,837","9,526","11,428","14,264","15,375","16,428","14,339","16,158","19,105","21,199","21,532","18,686","19,963","15,169","10,787","8,071","5,200","2,132","505","70"
"서울특별시 은평구 (1138000000)","452,626","452,626","9,163","10,407","15,267","17,647","21,117","32,986","37,204","29,957","30,307","33,109","36,986","38,930","33,981","35,143","26,206","19,186","13,856","7,907","2,629","566","72","213,742","213,742","4,779","5,327","7,759","8,946","10,219","14,825","17,763","14,949","15,022","16,186","17,947","18,554","16,055","16,055","11,541","8,152","5,654","3,025","828","137","19","238,884","238,884","4,384","5,080","7,508","8,701","10,898","18,161","19,441","15,008","15,285","16,923","19,039","20,376","17,926","19,088","14,665","11,034","8,202","4,882","1,801","429","53"
"서울특별시 서대문구 (1141000000)","299,492","299,492","6,889","7,928","10,321","11,266","18,962","25,206","24,652","20,886","20,791","20,810","22,857","24,402","20,842","20,890","15,138","11,237","8,719","5,346","1,887","404","59","141,003","141,003","3,517","4,067","5,138","5,521","8,078","11,801","12,141","10,196","10,288","10,165","11,023","11,823","9,985","9,706","6,824","4,621","3,446","1,958","597","94","14","158,489","158,489","3,372","3,861","5,183","5,745","10,884","13,405","12,511","10,690","10,503","10,645","11,834","12,579","10,857","11,184","8,314","6,616","5,273","3,388","1,290","310","45"
"서울특별시 마포구 (1144000000)","356,008","356,008","8,333","9,430","12,296","13,297","20,489","32,714","35,771","28,660","27,442","26,543","28,437","27,335","21,848","20,883","15,254","11,066","8,609","5,191","1,931","427","52","165,141","165,141","4,307","4,808","6,191","6,549","8,837","14,046","16,600","13,623","13,206","12,721","13,567","13,314","10,610","9,616","6,735","4,462","3,341","1,886","595","115","12","190,867","190,867","4,026","4,622","6,105","6,748","11,652","18,668","19,171","15,037","14,236","13,822","14,870","14,021","11,238","11,267","8,519","6,604","5,268","3,305","1,336","312","40"
"서울특별시 양천구 (1147000000)","420,127","420,127","8,129","13,758","22,584","22,978","19,386","25,149","27,133","24,178","31,593","36,765","35,783","34,904","30,673","31,381","23,518","15,445","9,325","5,081","1,888","415","61","204,281","204,281","4,155","7,119","11,633","11,893","9,773","12,303","13,707","11,846","15,055","17,751","17,847","17,136","14,887","14,650","10,871","7,198","4,039","1,827","491","91","9","215,846","215,846","3,974","6,639","10,951","11,085","9,613","12,846","13,426","12,332","16,538","19,014","17,936","17,768","15,786","16,731","12,647","8,247","5,286","3,254","1,397","324","52"
"서울특별시 강서구 (1150000000)","547,821","547,821","12,263","13,618","19,104","20,533","24,001","45,046","54,054","42,785","40,328","40,725","40,857","40,011","37,302","41,234","30,988","21,034","13,024","7,395","2,757","661","101","261,347","261,347","6,261","6,983","9,742","10,465","11,140","19,571","26,382","21,713","20,444","20,236","20,274","19,340","17,339","18,797","13,891","9,578","5,617","2,639","784","137","14","286,474","286,474","6,002","6,635","9,362","10,068","12,861","25,475","27,672","21,072","19,884","20,489","20,583","20,671","19,963","22,437","17,097","11,456","7,407","4,756","1,973","524","87"
"서울특별시 구로구 (1153000000)","382,302","382,302","9,407","9,547","12,602","13,979","16,444","28,372","33,529","28,564","26,469","27,404","29,098","30,377","27,899","29,688","23,149","16,824","10,929","5,672","1,898","406","45","186,391","186,391","4,831","4,923","6,348","7,053","7,954","13,293","16,920","14,696","13,722","13,821","14,663","14,940","13,617","13,746","10,460","7,667","4,811","2,246","583","90","7","195,911","195,911","4,576","4,624","6,254","6,926","8,490","15,079","16,609","13,868","12,747","13,583","14,435","15,437","14,282","15,942","12,689","9,157","6,118","3,426","1,315","316","38"
"서울특별시 금천구 (1154500000)","222,368","222,368","3,888","4,088","5,446","6,353","9,243","21,317","24,224","16,240","13,640","13,615","15,583","18,557","18,636","18,525","13,042","9,173","6,241","3,235","1,075","222","25","111,482","111,482","1,974","2,105","2,787","3,205","4,265","10,152","13,188","8,972","7,483","7,286","7,929","9,195","9,295","9,089","6,075","4,176","2,695","1,241","307","56","7","110,886","110,886","1,914","1,983","2,659","3,148","4,978","11,165","11,036","7,268","6,157","6,329","7,654","9,362","9,341","9,436","6,967","4,997","3,546","1,994","768","166","18"
"서울특별시 영등포구 (1156000000)","371,420","371,420","10,266","9,229","10,950","11,326","16,049","35,266","42,563","32,636","26,959","24,913","26,048","27,520","24,378","24,625","18,132","13,426","9,360","5,378","1,959","383","54","180,924","180,924","5,269","4,694","5,616","5,789","7,273","15,453","20,926","16,733","13,927","12,576","13,096","13,865","12,429","11,896","8,490","5,975","4,026","2,116","654","108","13","190,496","190,496","4,997","4,535","5,334","5,537","8,776","19,813","21,637","15,903","13,032","12,337","12,952","13,655","11,949","12,729","9,642","7,451","5,334","3,262","1,305","275","41"
"서울특별시 동작구 (1159000000)","371,324","371,324","8,400","8,755","11,465","13,310","22,720","35,920","35,334","27,051","24,902","25,409","27,541","28,642","24,421","25,222","19,138","14,478","10,338","5,770","1,999","457","52","179,201","179,201","4,360","4,487","5,878","6,830","10,538","17,275","18,076","13,823","12,633","12,685","13,421","13,895","11,664","11,535","8,519","6,107","4,436","2,282","636","111","10","192,123","192,123","4,040","4,268","5,587","6,480","12,182","18,645","17,258","13,228","12,269","12,724","14,120","14,747","12,757","13,687","10,619","8,371","5,902","3,488","1,363","346","42"
"서울특별시 관악구 (1162000000)","477,297","477,297","6,523","6,798","9,902","13,374","32,048","68,601","59,751","35,335","28,208","28,955","31,238","32,639","29,401","30,264","23,826","18,408","12,841","6,694","2,022","418","51","239,751","239,751","3,236","3,535","5,040","6,646","14,312","33,658","33,181","19,985","15,434","15,494","16,359","16,546","14,691","13,935","10,641","8,059","5,539","2,691","678","83","8","237,546","237,546","3,287","3,263","4,862","6,728","17,736","34,943","26,570","15,350","12,774","13,461","14,879","16,093","14,710","16,329","13,185","10,349","7,302","4,003","1,344","335","43"
"서울특별시 서초구 (1165000000)","416,928","416,928","10,791","15,426","22,721","23,105","20,781","26,614","29,417","28,042","33,393","37,790","36,787","32,603","24,628","24,315","19,498","14,255","9,444","4,959","1,842","455","62","197,836","197,836","5,543","7,974","11,506","11,540","9,969","12,390","14,014","12,709","15,234","17,521","17,750","16,197","11,921","11,076","8,708","6,437","4,399","2,167","645","120","16","219,092","219,092","5,248","7,452","11,215","11,565","10,812","14,224","15,403","15,333","18,159","20,269","19,037","16,406","12,707","13,239","10,790","7,818","5,045","2,792","1,197","335","46"
"서울특별시 강남구 (1168000000)","552,357","552,357","12,503","18,487","31,477","32,288","25,909","35,299","40,826","37,817","45,452","53,308","48,348","40,777","31,613","31,570","26,765","18,874","11,950","6,127","2,273","593","101","263,451","263,451","6,406","9,547","16,443","16,784","12,600","15,929","19,392","17,500","20,205","24,760","23,971","20,512","15,520","14,273","11,825","8,538","5,674","2,691","721","141","19","288,906","288,906","6,097","8,940","15,034","15,504","13,309","19,370","21,434","20,317","25,247","28,548","24,377","20,265","16,093","17,297","14,940","10,336","6,276","3,436","1,552","452","82"
"서울특별시 송파구 (1171000000)","649,212","649,212","16,934","22,181","29,285","28,573","28,336","45,983","56,090","50,458","52,634","52,395","49,245","49,411","43,464","44,702","33,876","22,102","13,286","6,806","2,717","646","88","310,414","310,414","8,557","11,407","14,874","14,379","13,851","20,717","26,848","24,108","25,200","25,253","24,015","23,770","20,836","20,480","15,733","10,502","6,179","2,730","823","130","22","338,798","338,798","8,377","10,774","14,411","14,194","14,485","25,266","29,242","26,350","27,434","27,142","25,230","25,641","22,628","24,222","18,143","11,600","7,107","4,076","1,894","516","66"
"서울특별시 강동구 (1174000000)","498,222","498,222","14,032","17,327","22,683","21,359","20,710","32,880","40,099","36,770","39,995","41,171","37,529","37,525","34,599","37,156","27,983","17,827","10,728","5,258","2,003","506","82","242,526","242,526","7,162","9,155","11,960","11,371","10,235","15,045","19,515","18,168","19,642","20,498","18,807","18,290","16,596","17,167","12,798","8,400","4,955","2,100","548","98","16","255,696","255,696","6,870","8,172","10,723","9,988","10,475","17,835","20,584","18,602","20,353","20,673","18,722","19,235","18,003","19,989","15,185","9,427","5,773","3,158","1,455","408","66"
"전남광주통합특별시  (1200000000)","3,155,803","3,155,803","75,648","99,500","143,363","153,056","142,809","174,475","184,875","160,304","199,557","232,132","257,072","281,408","261,416","258,801","179,219","143,862","104,927","69,991","26,692","5,931","765","1,578,180","1,578,180","38,591","50,896","73,287","79,097","76,949","94,025","98,681","83,292","102,820","118,907","133,254","146,074","135,023","127,892","85,403","64,422","40,659","21,653","6,146","1,006","103","1,577,623","1,577,623","37,057","48,604","70,076","73,959","65,860","80,450","86,194","77,012","96,737","113,225","123,818","135,334","126,393","130,909","93,816","79,440","64,268","48,338","20,546","4,925","662"
"전남광주통합특별시 목포시 (1211000000)","198,981","198,981","3,565","5,859","10,096","10,858","9,148","10,961","10,304","8,911","13,282","16,551","18,043","17,762","15,890","16,183","11,482","8,932","6,291","3,485","1,104","245","29","98,948","98,948","1,802","2,989","5,183","5,639","4,977","5,973","5,553","4,576","6,775","8,519","9,410","9,152","7,833","7,553","5,226","3,870","2,483","1,131","260","39","5","100,033","100,033","1,763","2,870","4,913","5,219","4,171","4,988","4,751","4,335","6,507","8,032","8,633","8,610","8,057","8,630","6,256","5,062","3,808","2,354","844","206","24"
"전남광주통합특별시 여수시 (1213000000)","259,857","259,857","5,889","7,876","11,503","12,010","10,773","13,129","14,470","12,570","16,107","18,852","21,230","23,782","22,913","23,016","16,763","13,210","8,404","5,097","1,783","418","62","131,941","131,941","3,011","4,054","5,777","6,174","6,065","7,374","8,069","6,754","8,499","9,864","11,148","12,507","11,835","11,176","8,028","6,081","3,386","1,666","401","66","6","127,916","127,916","2,878","3,822","5,726","5,836","4,708","5,755","6,401","5,816","7,608","8,988","10,082","11,275","11,078","11,840","8,735","7,129","5,018","3,431","1,382","352","56"
"전남광주통합특별시 순천시 (1215000000)","273,399","273,399","7,733","9,820","13,589","14,074","13,100","15,541","17,485","15,151","18,092","19,843","22,278","24,909","22,777","21,235","13,469","10,144","6,868","4,735","2,069","432","55","136,375","136,375","3,969","5,108","6,912","7,308","7,157","8,407","9,291","7,813","9,197","9,804","10,998","12,413","11,565","10,526","6,559","4,694","2,639","1,474","463","70","8","137,024","137,024","3,764","4,712","6,677","6,766","5,943","7,134","8,194","7,338","8,895","10,039","11,280","12,496","11,212","10,709","6,910","5,450","4,229","3,261","1,606","362","47"
"전남광주통합특별시 나주시 (1217000000)","116,667","116,667","3,899","4,353","5,477","5,050","4,125","5,546","7,411","7,172","7,959","8,379","8,387","8,830","9,164","9,784","6,821","5,484","4,355","3,030","1,152","251","38","59,091","59,091","2,001","2,242","2,818","2,632","2,290","2,866","3,755","3,648","4,151","4,457","4,700","4,814","4,963","5,100","3,321","2,521","1,627","875","256","44","10","57,576","57,576","1,898","2,111","2,659","2,418","1,835","2,680","3,656","3,524","3,808","3,922","3,687","4,016","4,201","4,684","3,500","2,963","2,728","2,155","896","207","28"
"전남광주통합특별시 광양시 (1219000000)","156,052","156,052","5,052","5,612","7,755","8,112","6,401","9,086","11,069","9,294","10,610","11,764","12,728","16,561","13,569","11,079","6,596","4,638","2,839","2,138","901","225","23","81,891","81,891","2,616","2,827","3,968","4,142","3,691","5,239","6,269","5,079","5,683","6,216","6,506","8,732","7,626","5,768","3,372","2,194","1,065","645","228","24","1","74,161","74,161","2,436","2,785","3,787","3,970","2,710","3,847","4,800","4,215","4,927","5,548","6,222","7,829","5,943","5,311","3,224","2,444","1,774","1,493","673","201","22"
"전남광주통합특별시 동구 (1221000000)","105,328","105,328","3,110","3,424","3,940","3,874","5,959","7,350","7,750","6,618","7,004","7,026","7,406","7,953","7,476","7,969","6,183","5,167","3,827","2,316","781","182","13","51,493","51,493","1,608","1,743","2,035","1,959","2,951","3,704","3,947","3,445","3,600","3,655","3,773","3,992","3,566","3,698","2,786","2,199","1,617","917","252","44","2","53,835","53,835","1,502","1,681","1,905","1,915","3,008","3,646","3,803","3,173","3,404","3,371","3,633","3,961","3,910","4,271","3,397","2,968","2,210","1,399","529","138","11"
"전남광주통합특별시 서구 (1224000000)","274,234","274,234","5,695","8,472","12,435","13,807","14,819","19,616","19,257","14,984","18,222","21,479","23,975","25,174","20,807","19,562","13,245","10,111","6,837","3,885","1,471","335","46","134,015","134,015","2,908","4,427","6,512","7,211","7,656","10,061","10,164","7,756","9,092","10,440","11,506","12,259","10,015","8,984","5,991","4,342","2,833","1,365","420","68","5","140,219","140,219","2,787","4,045","5,923","6,596","7,163","9,555","9,093","7,228","9,130","11,039","12,469","12,915","10,792","10,578","7,254","5,769","4,004","2,520","1,051","267","41"
"전남광주통합특별시 남구 (1227000000)","205,051","205,051","4,504","7,546","11,647","11,300","9,566","11,056","11,910","10,720","14,724","16,918","16,521","16,021","14,634","15,670","11,414","9,405","6,187","3,635","1,326","306","41","97,781","97,781","2,323","3,789","5,790","5,606","4,919","5,629","6,044","5,354","7,107","8,279","8,222","7,608","6,731","6,987","5,025","4,028","2,592","1,330","357","52","9","107,270","107,270","2,181","3,757","5,857","5,694","4,647","5,427","5,866","5,366","7,617","8,639","8,299","8,413","7,903","8,683","6,389","5,377","3,595","2,305","969","254","32"
"전남광주통합특별시 북구 (1230000000)","416,582","416,582","10,641","14,259","19,180","20,152","21,508","26,318","28,865","24,871","28,883","31,659","34,097","36,338","32,526","31,278","20,894","15,754","10,593","5,974","2,240","494","58","205,840","205,840","5,474","7,279","9,828","10,597","11,314","13,892","15,098","12,891","14,952","15,801","17,074","17,840","15,733","14,564","9,580","6,900","4,317","2,050","571","78","7","210,742","210,742","5,167","6,980","9,352","9,555","10,194","12,426","13,767","11,980","13,931","15,858","17,023","18,498","16,793","16,714","11,314","8,854","6,276","3,924","1,669","416","51"
"전남광주통합특별시 광산구 (1233000000)","382,763","382,763","10,344","14,660","21,879","24,463","22,221","26,176","26,931","22,359","28,222","34,324","36,928","34,932","26,436","20,706","12,055","8,866","5,954","3,593","1,366","309","39","193,367","193,367","5,169","7,463","11,251","12,587","11,746","14,119","14,490","11,645","14,234","16,892","18,545","17,826","13,809","10,398","5,697","3,809","2,323","1,033","280","44","7","189,396","189,396","5,175","7,197","10,628","11,876","10,475","12,057","12,441","10,714","13,988","17,432","18,383","17,106","12,627","10,308","6,358","5,057","3,631","2,560","1,086","265","32"
"전남광주통합특별시 담양군 (1271000000)","43,880","43,880","772","839","1,343","1,418","1,286","1,728","1,658","1,476","1,995","2,264","3,150","4,209","4,768","5,148","3,634","3,029","2,447","1,840","711","140","25","22,185","22,185","400","420","698","757","756","995","893","739","1,023","1,254","1,768","2,251","2,595","2,721","1,829","1,433","936","544","145","25","3","21,695","21,695","372","419","645","661","530","733","765","737","972","1,010","1,382","1,958","2,173","2,427","1,805","1,596","1,511","1,296","566","115","22"
"전남광주통합특별시 곡성군 (1272000000)","27,686","27,686","341","416","670","934","866","925","1,017","795","997","1,373","1,933","2,663","3,076","3,390","2,306","2,034","1,648","1,454","654","165","29","13,829","13,829","171","199","352","515","507","514","545","397","533","741","1,066","1,470","1,677","1,838","1,184","931","600","402","156","27","4","13,857","13,857","170","217","318","419","359","411","472","398","464","632","867","1,193","1,399","1,552","1,122","1,103","1,048","1,052","498","138","25"
"전남광주통합특별시 구례군 (1273000000)","24,627","24,627","272","420","706","825","764","814","698","627","920","1,306","1,723","2,530","2,770","3,001","2,074","1,790","1,580","1,208","480","106","13","12,055","12,055","124","216","346","434","420","453","393","297","466","673","936","1,375","1,512","1,560","991","814","555","358","113","17","2","12,572","12,572","148","204","360","391","344","361","305","330","454","633","787","1,155","1,258","1,441","1,083","976","1,025","850","367","89","11"
"전남광주통합특별시 고흥군 (1274000000)","59,011","59,011","808","921","1,380","1,658","1,388","1,524","1,565","1,532","2,041","2,773","3,740","5,096","6,085","7,447","5,895","5,593","4,322","3,393","1,449","350","51","29,315","29,315","413","443","720","895","825","879","883","821","1,150","1,548","2,213","2,953","3,370","3,835","2,873","2,548","1,591","962","325","64","4","29,696","29,696","395","478","660","763","563","645","682","711","891","1,225","1,527","2,143","2,715","3,612","3,022","3,045","2,731","2,431","1,124","286","47"
"전남광주통합특별시 보성군 (1275000000)","38,162","38,162","529","610","930","1,278","1,104","1,164","1,055","1,028","1,425","1,880","2,570","3,440","4,050","4,507","3,599","3,174","2,571","2,143","867","218","20","18,811","18,811","278","314","490","638","613","620","591","555","759","1,034","1,460","1,938","2,207","2,343","1,756","1,438","932","626","176","41","2","19,351","19,351","251","296","440","640","491","544","464","473","666","846","1,110","1,502","1,843","2,164","1,843","1,736","1,639","1,517","691","177","18"
"전남광주통합특별시 화순군 (1276000000)","59,860","59,860","1,113","1,289","2,056","2,474","2,455","2,854","2,674","2,163","2,588","3,547","4,652","5,963","6,029","6,160","4,112","3,480","2,950","2,257","853","169","22","29,667","29,667","595","663","1,059","1,273","1,288","1,493","1,400","1,092","1,312","1,801","2,413","3,182","3,268","3,291","2,102","1,555","1,015","640","185","38","2","30,193","30,193","518","626","997","1,201","1,167","1,361","1,274","1,071","1,276","1,746","2,239","2,781","2,761","2,869","2,010","1,925","1,935","1,617","668","131","20"
"전남광주통합특별시 장흥군 (1277000000)","33,877","33,877","564","662","1,099","1,131","990","1,191","1,090","1,113","1,434","1,817","2,261","3,117","3,413","3,858","2,909","2,550","2,078","1,686","738","162","14","16,763","16,763","293","325","558","600","588","644","628","601","769","1,008","1,243","1,768","1,825","1,942","1,416","1,132","763","487","144","26","3","17,114","17,114","271","337","541","531","402","547","462","512","665","809","1,018","1,349","1,588","1,916","1,493","1,418","1,315","1,199","594","136","11"
"전남광주통합특별시 강진군 (1278000000)","31,603","31,603","677","696","907","1,119","880","1,168","1,093","1,055","1,318","1,607","2,120","2,718","3,156","3,713","2,643","2,403","2,003","1,573","597","138","19","15,577","15,577","340","332","472","573","502","671","611","544","683","878","1,182","1,505","1,664","1,903","1,308","1,070","760","445","112","20","2","16,026","16,026","337","364","435","546","378","497","482","511","635","729","938","1,213","1,492","1,810","1,335","1,333","1,243","1,128","485","118","17"
"전남광주통합특별시 해남군 (1279000000)","61,883","61,883","1,048","1,337","1,923","2,293","1,893","2,175","2,045","1,948","2,656","3,522","4,486","5,613","6,267","7,187","5,269","4,623","3,722","2,678","959","214","25","31,202","31,202","548","703","943","1,188","1,078","1,246","1,153","1,066","1,436","1,916","2,539","3,171","3,450","3,726","2,514","2,105","1,388","806","194","31","1","30,681","30,681","500","634","980","1,105","815","929","892","882","1,220","1,606","1,947","2,442","2,817","3,461","2,755","2,518","2,334","1,872","765","183","24"
"전남광주통합특별시 영암군 (1280000000)","49,984","49,984","788","1,129","1,730","2,004","1,791","2,144","1,929","1,790","2,690","3,405","4,171","4,841","5,067","4,939","3,543","2,915","2,428","1,777","736","145","22","26,424","26,424","392","584","878","1,036","1,089","1,314","1,119","963","1,537","2,044","2,502","2,771","2,900","2,673","1,737","1,320","881","488","164","26","6","23,560","23,560","396","545","852","968","702","830","810","827","1,153","1,361","1,669","2,070","2,167","2,266","1,806","1,595","1,547","1,289","572","119","16"
